Weight: 49 | Time now: 1.115106 |End 
Weight: 49 | Time now: 2.215106 |End 
Weight: 49 | Time now: 4.115106 |End 
Weight: 49 | Time now: 4.665106 |End 
Weight: 49 | Time now: 5.215106 |End 
Weight: 49 | Time now: 5.765106 |End 
Weight: 49 | Time now: 8.915106 |End 
Weight: 49 | Time now: 9.473493 |End 
Weight: 49 | Time now: 10.015106 |End 
Weight: 49 | Time now: 10.565106 |End 
Weight: 49 | Time now: 11.115106 |End 
Weight: 49 | Time now: 11.665106 |End 
Weight: 49 | Time now: 13.265106 |End 
Weight: 49 | Time now: 14.865106 |End 
Weight: 49 | Time now: 15.415106 |End 
Weight: 49 | Time now: 17.565106 |End 
Weight: 49 | Time now: 18.115106 |End 
Weight: 49 | Time now: 19.715106 |End 
Weight: 49 | Time now: 20.265106 |End 
Weight: 49 | Time now: 21.865106 |End 
Weight: 49 | Time now: 22.415106 |End 
Weight: 49 | Time now: 24.015106 |End 
Weight: 49 | Time now: 25.915106 |End 
Weight: 49 | Time now: 28.065106 |End 
Weight: 49 | Time now: 29.665106 |End 
Weight: 49 | Time now: 30.215106 |End 
Weight: 49 | Time now: 30.765106 |End 
Weight: 49 | Time now: 31.315106 |End 
Weight: 49 | Time now: 31.865106 |End 
Weight: 49 | Time now: 33.765106 |End 
Weight: 49 | Time now: 35.915106 |End 
Weight: 49 | Time now: 38.065106 |End 
Weight: 49 | Time now: 40.231666 |End 
Weight: 49 | Time now: 42.365106 |End 
Weight: 49 | Time now: 44.515106 |End 
Weight: 49 | Time now: 46.115106 |End 
Weight: 49 | Time now: 46.665106 |End 
Weight: 49 | Time now: 47.215106 |End 
Weight: 49 | Time now: 47.765106 |End 
Weight: 49 | Time now: 48.315106 |End 
Weight: 49 | Time now: 49.915106 |End 
Weight: 49 | Time now: 50.465106 |End 
Weight: 49 | Time now: 52.365106 |End 
Weight: 49 | Time now: 52.915106 |End 
Weight: 49 | Time now: 54.515106 |End 
Weight: 49 | Time now: 57.715106 |End 
Weight: 49 | Time now: 58.265106 |End 
Weight: 49 | Time now: 58.815106 |End 
Weight: 49 | Time now: 59.365106 |End 
Weight: 49 | Time now: 59.915106 |End 
Weight: 49 | Time now: 60.465106 |End 
Weight: 49 | Time now: 61.015106 |End 
Weight: 49 | Time now: 64.515106 |End 
Weight: 49 | Time now: 65.065106 |End 
Weight: 49 | Time now: 65.615106 |End 
Weight: 49 | Time now: 67.215106 |End 
Weight: 49 | Time now: 67.765106 |End 
Weight: 49 | Time now: 68.315106 |End 
Weight: 49 | Time now: 69.915106 |End 
Weight: 49 | Time now: 70.465106 |End 
Weight: 49 | Time now: 73.965106 |End 
Weight: 49 | Time now: 74.515106 |End 
Weight: 49 | Time now: 76.665106 |End 
Weight: 49 | Time now: 77.215106 |End 
Weight: 49 | Time now: 79.365133 |End 
Weight: 49 | Time now: 80.965106 |End 
Weight: 49 | Time now: 82.565106 |End 
Weight: 49 | Time now: 83.115106 |End 
Weight: 49 | Time now: 83.665106 |End 
Weight: 49 | Time now: 84.215106 |End 
Weight: 49 | Time now: 87.715106 |End 
Weight: 49 | Time now: 89.315106 |End 
Weight: 49 | Time now: 91.215106 |End 
Weight: 49 | Time now: 91.765106 |End 
Weight: 49 | Time now: 93.915106 |End 
Weight: 49 | Time now: 96.065106 |End 
Weight: 49 | Time now: 97.665106 |End 
Weight: 49 | Time now: 98.215106 |End 
Weight: 49 | Time now: 99.815106 |End 
Weight: 49 | Time now: 103.315106 |End 
Weight: 49 | Time now: 107.065106 |End 
Weight: 49 | Time now: 110.815106 |End 
Weight: 49 | Time now: 111.365106 |End 
Weight: 49 | Time now: 111.915106 |End 
Weight: 49 | Time now: 112.465106 |End 
Weight: 49 | Time now: 113.015106 |End 
Weight: 49 | Time now: 113.565106 |End 
Weight: 49 | Time now: 114.115106 |End 
Weight: 49 | Time now: 114.665106 |End 
Weight: 49 | Time now: 115.215106 |End 
Weight: 49 | Time now: 115.765106 |End 
Weight: 49 | Time now: 117.915106 |End 
Weight: 49 | Time now: 118.465106 |End 
Weight: 49 | Time now: 120.065106 |End 
Weight: 49 | Time now: 120.615106 |End 
Weight: 49 | Time now: 121.165106 |End 
Weight: 49 | Time now: 124.665106 |End 
Weight: 49 | Time now: 126.265106 |End 
Weight: 49 | Time now: 127.865106 |End 
Weight: 49 | Time now: 129.465106 |End 
Weight: 49 | Time now: 130.015106 |End 
Weight: 49 | Time now: 130.565106 |End 
Weight: 49 | Time now: 131.115106 |End 
Weight: 49 | Time now: 131.665106 |End 
Weight: 49 | Time now: 132.215106 |End 
Weight: 49 | Time now: 134.115106 |End 
Weight: 49 | Time now: 136.265106 |End 
