0->76.000000 | 2->76.600000 => 37.000000
0->76.000000 | 2->76.600000 => 37.000000
0->76.000000 | 2->76.600000 => 37.000000
0->76.000000 | 2->76.600000 => 37.000000
0->76.000000 | 2->76.600000 => 37.000000
1->76.000000 | 0->75.200000 => 42.000000
1->76.000000 | 0->75.200000 => 42.000000
1->76.000000 | 0->75.200000 => 42.000000
1->76.000000 | 0->75.200000 => 42.000000
1->76.000000 | 0->75.200000 => 42.000000
2->76.600000 | 1->75.600000 => 47.000000
2->76.600000 | 1->75.200000 => 47.000000
2->76.600000 | 1->75.200000 => 47.000000
2->76.600000 | 1->75.200000 => 47.000000
2->76.200000 | 1->75.200000 => 52.000000
3->76.000000 | 2->75.400000 => 57.000000
3->76.000000 | 2->75.400000 => 57.000000
3->76.000000 | 2->75.400000 => 57.000000
3->76.000000 | 2->75.400000 => 57.000000
3->76.000000 | 2->75.400000 => 57.000000
4->76.000000 | 3->75.200000 => 62.000000
4->76.000000 | 3->75.600000 => 62.000000
4->76.000000 | 3->75.600000 => 62.000000
4->76.000000 | 3->75.200000 => 62.000000
4->76.000000 | 3->75.600000 => 62.000000
0->75.200000 | 4->75.200000 => 67.000000
0->75.200000 | 4->75.200000 => 67.000000
0->75.200000 | 4->75.200000 => 67.000000
0->75.200000 | 4->75.200000 => 67.000000
0->75.200000 | 4->75.200000 => 67.000000
1->75.200000 | 0->74.000000 => 77.000000
1->75.200000 | 0->74.400000 => 77.000000
1->75.200000 | 0->74.000000 => 77.000000
1->75.200000 | 0->74.000000 => 77.000000
1->75.200000 | 0->74.400000 => 77.000000
2->75.400000 | 1->74.400000 => 82.000000
1->74.800000 | 2->75.400000 => 87.000000
2->75.400000 | 1->73.200000 => 92.000000
2->75.400000 | 1->73.200000 => 92.000000
2->75.400000 | 1->73.200000 => 92.000000
2->75.400000 | 1->73.600000 => 92.000000
2->75.400000 | 1->73.200000 => 92.000000
3->75.200000 | 2->74.600000 => 97.000000
3->75.200000 | 2->74.600000 => 97.000000
3->75.200000 | 2->74.600000 => 97.000000
3->75.200000 | 2->74.600000 => 97.000000
3->75.200000 | 2->74.600000 => 97.000000
2->74.600000 | 3->74.800000 => 107.000000
3->74.800000 | 2->74.600000 => 112.000000
2->74.600000 | 3->74.800000 => 137.000000
3->74.800000 | 2->74.600000 => 142.000000
2->74.600000 | 3->74.800000 => 162.000000
3->74.800000 | 2->74.600000 => 167.000000
2->74.600000 | 3->74.800000 => 192.000000
3->74.800000 | 2->74.600000 => 197.000000
