Source: /app/node3/item-22084 | Message ID: 84 | Time generated: 83.100000 | Time sentFromSrcR: 85.069847 | Time receivedFromSrcR: 85.797817 |End 
Source: /app/node3/item-22085 | Message ID: 85 | Time generated: 84.100000 | Time sentFromSrcR: 85.069847 | Time receivedFromSrcR: 85.811657 |End 
Source: /app/node3/item-22084 | Message ID: 84 | Time generated: 83.100000 | Time sentFromSrcR: 85.069847 | Time receivedFromSrcR: 86.403177 |End 
Source: /app/node3/item-22085 | Message ID: 85 | Time generated: 84.100000 | Time sentFromSrcR: 85.069847 | Time receivedFromSrcR: 86.417017 |End 
Source: /app/node3/item-22088 | Message ID: 88 | Time generated: 87.100000 | Time sentFromSrcR: 92.069847 | Time receivedFromSrcR: 92.941577 |End 
Source: /app/node3/item-22090 | Message ID: 90 | Time generated: 89.100000 | Time sentFromSrcR: 92.069847 | Time receivedFromSrcR: 92.969257 |End 
Source: /app/node3/item-22091 | Message ID: 91 | Time generated: 90.100000 | Time sentFromSrcR: 92.069847 | Time receivedFromSrcR: 92.983097 |End 
Source: /app/node3/item-22087 | Message ID: 87 | Time generated: 86.100000 | Time sentFromSrcR: 92.619847 | Time receivedFromSrcR: 93.010777 |End 
Source: /app/node3/item-22093 | Message ID: 93 | Time generated: 92.100000 | Time sentFromSrcR: 92.619847 | Time receivedFromSrcR: 93.038457 |End 
Source: /app/node3/item-22092 | Message ID: 92 | Time generated: 91.100000 | Time sentFromSrcR: 92.069847 | Time receivedFromSrcR: 96.977737 |End 
Source: /app/node3/item-22089 | Message ID: 89 | Time generated: 88.100000 | Time sentFromSrcR: 92.619847 | Time receivedFromSrcR: 97.005417 |End 
Source: /app/node3/item-22094 | Message ID: 94 | Time generated: 93.100000 | Time sentFromSrcR: 93.219847 | Time receivedFromSrcR: 97.116137 |End 
Source: /app/node3/item-22086 | Message ID: 86 | Time generated: 85.100000 | Time sentFromSrcR: 85.619847 | Time receivedFromSrcR: 97.333977 |End 
Source: /app/node3/item-22095 | Message ID: 95 | Time generated: 94.100000 | Time sentFromSrcR: 104.219847 | Time receivedFromSrcR: 104.486217 |End 
Source: /app/node3/item-22096 | Message ID: 96 | Time generated: 95.100000 | Time sentFromSrcR: 104.219847 | Time receivedFromSrcR: 104.500057 |End 
Source: /app/node3/item-22097 | Message ID: 97 | Time generated: 96.100000 | Time sentFromSrcR: 104.219847 | Time receivedFromSrcR: 104.513897 |End 
Source: /app/node3/item-22100 | Message ID: 100 | Time generated: 99.100000 | Time sentFromSrcR: 104.219847 | Time receivedFromSrcR: 104.527737 |End 
Source: /app/node3/item-22098 | Message ID: 98 | Time generated: 97.100000 | Time sentFromSrcR: 104.769847 | Time receivedFromSrcR: 107.140610 |End 
Source: /app/node3/item-22099 | Message ID: 99 | Time generated: 98.100000 | Time sentFromSrcR: 104.769847 | Time receivedFromSrcR: 107.154450 |End 
