Weight: 43 | Time now: 1.665110 |End 
Weight: 43 | Time now: 5.115110 |End 
Weight: 43 | Time now: 6.715110 |End 
Weight: 43 | Time now: 7.265110 |End 
Weight: 43 | Time now: 9.165110 |End 
Weight: 43 | Time now: 11.315110 |End 
Weight: 43 | Time now: 14.515110 |End 
Weight: 43 | Time now: 17.665110 |End 
Weight: 43 | Time now: 19.265110 |End 
Weight: 43 | Time now: 19.815110 |End 
Weight: 43 | Time now: 21.965110 |End 
Weight: 43 | Time now: 23.565110 |End 
Weight: 43 | Time now: 25.165110 |End 
Weight: 43 | Time now: 28.665110 |End 
Weight: 43 | Time now: 32.365110 |End 
Weight: 43 | Time now: 37.765110 |End 
Weight: 43 | Time now: 39.915110 |End 
Weight: 43 | Time now: 43.665110 |End 
Weight: 43 | Time now: 44.215110 |End 
Weight: 43 | Time now: 45.815110 |End 
Weight: 43 | Time now: 47.965110 |End 
Weight: 43 | Time now: 51.465110 |End 
Weight: 43 | Time now: 53.065110 |End 
Weight: 43 | Time now: 53.615110 |End 
Weight: 43 | Time now: 55.215110 |End 
Weight: 43 | Time now: 56.815110 |End 
Weight: 43 | Time now: 58.715110 |End 
Weight: 43 | Time now: 60.315110 |End 
Weight: 43 | Time now: 60.865110 |End 
Weight: 43 | Time now: 62.765110 |End 
Weight: 43 | Time now: 67.565110 |End 
Weight: 43 | Time now: 69.465110 |End 
Weight: 43 | Time now: 71.615110 |End 
Weight: 43 | Time now: 72.165110 |End 
Weight: 43 | Time now: 73.765110 |End 
Weight: 43 | Time now: 75.365110 |End 
Weight: 43 | Time now: 77.515110 |End 
Weight: 43 | Time now: 79.415110 |End 
Weight: 43 | Time now: 79.965110 |End 
Weight: 43 | Time now: 82.115110 |End 
Weight: 43 | Time now: 82.665110 |End 
Weight: 43 | Time now: 83.215110 |End 
Weight: 43 | Time now: 84.815110 |End 
Weight: 43 | Time now: 86.415110 |End 
Weight: 43 | Time now: 86.965110 |End 
Weight: 43 | Time now: 89.115110 |End 
Weight: 43 | Time now: 92.315110 |End 
Weight: 43 | Time now: 95.815110 |End 
Weight: 43 | Time now: 96.365110 |End 
Weight: 43 | Time now: 97.965110 |End 
Weight: 43 | Time now: 104.665110 |End 
Weight: 43 | Time now: 106.815110 |End 
Weight: 43 | Time now: 108.415110 |End 
Weight: 43 | Time now: 108.965110 |End 
Weight: 43 | Time now: 112.465110 |End 
Weight: 43 | Time now: 114.065110 |End 
Weight: 43 | Time now: 119.165110 |End 
Weight: 43 | Time now: 120.765110 |End 
Weight: 43 | Time now: 122.365110 |End 
Weight: 43 | Time now: 122.915110 |End 
Weight: 43 | Time now: 126.665110 |End 
Weight: 43 | Time now: 128.265110 |End 
Weight: 43 | Time now: 129.865110 |End 
Weight: 43 | Time now: 130.415110 |End 
Weight: 43 | Time now: 132.565110 |End 
Weight: 43 | Time now: 133.115110 |End 
Weight: 43 | Time now: 139.815110 |End 
Weight: 43 | Time now: 141.965110 |End 
Weight: 43 | Time now: 147.315110 |End 
Weight: 43 | Time now: 148.915110 |End 
Weight: 43 | Time now: 150.515110 |End 
Weight: 43 | Time now: 153.715110 |End 
Weight: 43 | Time now: 157.215110 |End 
Weight: 43 | Time now: 157.765110 |End 
Weight: 43 | Time now: 160.965110 |End 
Weight: 43 | Time now: 161.515110 |End 
Weight: 43 | Time now: 163.115110 |End 
Weight: 43 | Time now: 163.665110 |End 
Weight: 43 | Time now: 165.815110 |End 
Weight: 43 | Time now: 166.365110 |End 
Weight: 43 | Time now: 167.965110 |End 
Weight: 43 | Time now: 169.865110 |End 
Weight: 43 | Time now: 172.015110 |End 
Weight: 43 | Time now: 173.615110 |End 
Weight: 43 | Time now: 175.765110 |End 
Weight: 43 | Time now: 177.365110 |End 
Weight: 43 | Time now: 177.915110 |End 
Weight: 43 | Time now: 178.465110 |End 
Weight: 43 | Time now: 180.065110 |End 
Weight: 43 | Time now: 182.215110 |End 
Weight: 43 | Time now: 183.815110 |End 
Weight: 43 | Time now: 184.365110 |End 
Weight: 43 | Time now: 184.915110 |End 
Weight: 43 | Time now: 188.415110 |End 
Weight: 43 | Time now: 190.565110 |End 
Weight: 43 | Time now: 192.715110 |End 
Weight: 43 | Time now: 196.465110 |End 
Weight: 43 | Time now: 198.065110 |End 
Weight: 43 | Time now: 199.665110 |End 
