Weight: 61 | Time now: 1.144554 |End 
Weight: 61 | Time now: 1.694554 |End 
Weight: 61 | Time now: 3.964954 |End 
Weight: 61 | Time now: 5.544554 |End 
Weight: 61 | Time now: 6.094554 |End 
Weight: 61 | Time now: 6.644554 |End 
Weight: 61 | Time now: 7.179754 |End 
Weight: 61 | Time now: 7.729754 |End 
Weight: 61 | Time now: 8.279754 |End 
Weight: 61 | Time now: 8.829754 |End 
Weight: 61 | Time now: 9.379754 |End 
Weight: 61 | Time now: 11.264954 |End 
Weight: 61 | Time now: 13.414954 |End 
Weight: 61 | Time now: 13.964954 |End 
Weight: 61 | Time now: 14.514954 |End 
Weight: 61 | Time now: 15.064954 |End 
Weight: 61 | Time now: 15.614954 |End 
Weight: 61 | Time now: 16.164954 |End 
Weight: 61 | Time now: 17.764954 |End 
Weight: 61 | Time now: 18.314954 |End 
Weight: 61 | Time now: 18.864954 |End 
Weight: 61 | Time now: 19.414954 |End 
Weight: 61 | Time now: 19.964954 |End 
Weight: 61 | Time now: 20.514954 |End 
Weight: 61 | Time now: 21.064954 |End 
Weight: 61 | Time now: 21.614954 |End 
Weight: 61 | Time now: 22.164954 |End 
Weight: 61 | Time now: 22.714954 |End 
Weight: 61 | Time now: 23.264954 |End 
Weight: 61 | Time now: 23.814954 |End 
Weight: 61 | Time now: 24.364954 |End 
Weight: 61 | Time now: 26.264954 |End 
Weight: 61 | Time now: 27.879754 |End 
Weight: 61 | Time now: 28.429754 |End 
Weight: 61 | Time now: 28.979754 |End 
Weight: 61 | Time now: 29.529754 |End 
Weight: 61 | Time now: 30.064954 |End 
Weight: 61 | Time now: 30.614954 |End 
Weight: 61 | Time now: 31.164954 |End 
Weight: 61 | Time now: 31.714954 |End 
Weight: 61 | Time now: 33.314954 |End 
Weight: 61 | Time now: 33.864954 |End 
Weight: 61 | Time now: 34.414954 |End 
Weight: 61 | Time now: 34.964954 |End 
Weight: 61 | Time now: 35.514954 |End 
Weight: 61 | Time now: 36.064954 |End 
Weight: 61 | Time now: 36.614954 |End 
Weight: 61 | Time now: 37.164954 |End 
Weight: 61 | Time now: 37.714954 |End 
Weight: 61 | Time now: 38.264954 |End 
Weight: 61 | Time now: 38.814954 |End 
Weight: 61 | Time now: 39.364954 |End 
Weight: 61 | Time now: 39.914954 |End 
Weight: 61 | Time now: 40.464954 |End 
Weight: 61 | Time now: 41.014954 |End 
Weight: 61 | Time now: 41.564954 |End 
Weight: 61 | Time now: 42.114954 |End 
Weight: 61 | Time now: 42.664954 |End 
Weight: 61 | Time now: 43.214954 |End 
Weight: 61 | Time now: 43.764954 |End 
Weight: 61 | Time now: 44.314954 |End 
Weight: 61 | Time now: 44.864954 |End 
Weight: 61 | Time now: 45.414954 |End 
Weight: 61 | Time now: 47.014954 |End 
Weight: 61 | Time now: 47.564954 |End 
Weight: 61 | Time now: 48.114954 |End 
Weight: 61 | Time now: 48.664954 |End 
Weight: 61 | Time now: 49.214954 |End 
Weight: 61 | Time now: 49.764954 |End 
Weight: 61 | Time now: 50.314954 |End 
Weight: 61 | Time now: 50.864954 |End 
Weight: 61 | Time now: 51.414954 |End 
Weight: 61 | Time now: 51.964954 |End 
Weight: 61 | Time now: 53.864954 |End 
Weight: 61 | Time now: 54.414954 |End 
Weight: 61 | Time now: 54.964954 |End 
Weight: 61 | Time now: 55.514954 |End 
Weight: 61 | Time now: 56.064954 |End 
Weight: 61 | Time now: 56.614954 |End 
Weight: 61 | Time now: 57.179754 |End 
Weight: 61 | Time now: 57.714954 |End 
Weight: 61 | Time now: 58.264954 |End 
Weight: 61 | Time now: 58.814954 |End 
Weight: 61 | Time now: 59.364954 |End 
Weight: 61 | Time now: 59.914954 |End 
Weight: 61 | Time now: 60.464954 |End 
Weight: 61 | Time now: 61.014954 |End 
Weight: 61 | Time now: 61.564954 |End 
Weight: 61 | Time now: 62.114954 |End 
Weight: 61 | Time now: 62.664954 |End 
Weight: 61 | Time now: 64.229754 |End 
Weight: 61 | Time now: 64.779754 |End 
Weight: 61 | Time now: 65.314954 |End 
Weight: 61 | Time now: 65.866601 |End 
Weight: 61 | Time now: 66.414954 |End 
Weight: 61 | Time now: 66.966601 |End 
Weight: 61 | Time now: 67.514954 |End 
Weight: 61 | Time now: 68.064954 |End 
Weight: 61 | Time now: 68.614954 |End 
Weight: 61 | Time now: 69.164954 |End 
Weight: 61 | Time now: 69.714954 |End 
Weight: 61 | Time now: 70.264954 |End 
Weight: 61 | Time now: 70.814954 |End 
Weight: 61 | Time now: 71.364954 |End 
Weight: 61 | Time now: 71.914954 |End 
Weight: 61 | Time now: 72.464954 |End 
Weight: 61 | Time now: 73.014954 |End 
Weight: 61 | Time now: 73.564954 |End 
Weight: 61 | Time now: 74.114954 |End 
Weight: 61 | Time now: 74.664954 |End 
Weight: 61 | Time now: 75.214954 |End 
Weight: 61 | Time now: 75.764954 |End 
Weight: 61 | Time now: 76.314954 |End 
Weight: 61 | Time now: 76.864954 |End 
Weight: 61 | Time now: 77.414954 |End 
Weight: 61 | Time now: 77.964954 |End 
Weight: 61 | Time now: 78.514954 |End 
Weight: 61 | Time now: 79.064954 |End 
Weight: 61 | Time now: 80.964954 |End 
Weight: 61 | Time now: 83.114954 |End 
Weight: 61 | Time now: 83.664954 |End 
Weight: 61 | Time now: 85.814954 |End 
Weight: 61 | Time now: 86.364954 |End 
Weight: 61 | Time now: 86.914954 |End 
Weight: 61 | Time now: 87.464954 |End 
Weight: 61 | Time now: 88.014954 |End 
Weight: 61 | Time now: 88.564954 |End 
Weight: 61 | Time now: 89.114954 |End 
Weight: 61 | Time now: 89.664954 |End 
Weight: 61 | Time now: 90.214954 |End 
Weight: 61 | Time now: 90.764954 |End 
Weight: 61 | Time now: 91.314954 |End 
Weight: 61 | Time now: 91.864954 |End 
Weight: 61 | Time now: 92.414954 |End 
Weight: 61 | Time now: 94.564954 |End 
Weight: 61 | Time now: 95.114954 |End 
Weight: 61 | Time now: 95.664954 |End 
Weight: 61 | Time now: 96.224517 |End 
Weight: 61 | Time now: 96.764954 |End 
Weight: 61 | Time now: 97.314954 |End 
Weight: 61 | Time now: 97.864954 |End 
Weight: 61 | Time now: 99.464954 |End 
Weight: 61 | Time now: 100.014954 |End 
Weight: 61 | Time now: 100.564954 |End 
Weight: 61 | Time now: 102.164954 |End 
Weight: 61 | Time now: 102.714954 |End 
Weight: 61 | Time now: 103.264954 |End 
Weight: 61 | Time now: 103.814954 |End 
Weight: 61 | Time now: 104.364954 |End 
Weight: 61 | Time now: 104.914954 |End 
Weight: 61 | Time now: 105.464954 |End 
Weight: 61 | Time now: 106.014954 |End 
Weight: 61 | Time now: 106.564954 |End 
Weight: 61 | Time now: 107.114954 |End 
Weight: 61 | Time now: 107.664954 |End 
Weight: 61 | Time now: 108.214954 |End 
Weight: 61 | Time now: 108.764954 |End 
Weight: 61 | Time now: 109.314954 |End 
Weight: 61 | Time now: 109.864954 |End 
Weight: 61 | Time now: 110.414954 |End 
Weight: 61 | Time now: 112.014954 |End 
Weight: 61 | Time now: 112.564954 |End 
Weight: 61 | Time now: 113.114954 |End 
Weight: 61 | Time now: 113.664954 |End 
Weight: 61 | Time now: 114.214954 |End 
Weight: 61 | Time now: 114.764954 |End 
Weight: 61 | Time now: 115.314954 |End 
Weight: 61 | Time now: 115.864954 |End 
Weight: 61 | Time now: 116.414954 |End 
Weight: 61 | Time now: 116.964954 |End 
Weight: 61 | Time now: 117.514954 |End 
Weight: 61 | Time now: 118.064954 |End 
Weight: 61 | Time now: 118.614954 |End 
Weight: 61 | Time now: 119.179754 |End 
Weight: 61 | Time now: 119.729754 |End 
Weight: 61 | Time now: 120.279754 |End 
Weight: 61 | Time now: 120.829754 |End 
Weight: 61 | Time now: 122.414954 |End 
Weight: 61 | Time now: 122.964954 |End 
Weight: 61 | Time now: 123.514954 |End 
Weight: 61 | Time now: 124.064954 |End 
Weight: 61 | Time now: 124.629754 |End 
Weight: 61 | Time now: 125.179754 |End 
Weight: 61 | Time now: 125.714954 |End 
Weight: 61 | Time now: 126.264954 |End 
Weight: 61 | Time now: 126.814954 |End 
Weight: 61 | Time now: 130.314954 |End 
Weight: 61 | Time now: 130.864954 |End 
Weight: 61 | Time now: 131.414954 |End 
Weight: 61 | Time now: 131.964954 |End 
Weight: 61 | Time now: 133.564954 |End 
Weight: 61 | Time now: 134.114954 |End 
Weight: 61 | Time now: 134.664954 |End 
Weight: 61 | Time now: 135.214954 |End 
