Weight: 49 | Time now: 1.144706 |End 
Weight: 49 | Time now: 1.694706 |End 
Weight: 49 | Time now: 2.244706 |End 
Weight: 49 | Time now: 2.794706 |End 
Weight: 49 | Time now: 3.465106 |End 
Weight: 49 | Time now: 4.015106 |End 
Weight: 49 | Time now: 5.615106 |End 
Weight: 49 | Time now: 12.279906 |End 
Weight: 49 | Time now: 14.415106 |End 
Weight: 49 | Time now: 14.965106 |End 
Weight: 49 | Time now: 17.115106 |End 
Weight: 49 | Time now: 20.865106 |End 
Weight: 49 | Time now: 21.415106 |End 
Weight: 49 | Time now: 24.615106 |End 
Weight: 49 | Time now: 26.215106 |End 
Weight: 49 | Time now: 26.765106 |End 
Weight: 49 | Time now: 27.315106 |End 
Weight: 49 | Time now: 31.065106 |End 
Weight: 49 | Time now: 31.615106 |End 
Weight: 49 | Time now: 32.115106 |End 
Weight: 49 | Time now: 32.665106 |End 
Weight: 49 | Time now: 34.615106 |End 
Weight: 49 | Time now: 35.165106 |End 
Weight: 49 | Time now: 35.715106 |End 
Weight: 49 | Time now: 36.265106 |End 
Weight: 49 | Time now: 36.815106 |End 
Weight: 49 | Time now: 38.965106 |End 
Weight: 49 | Time now: 39.515106 |End 
Weight: 49 | Time now: 40.065106 |End 
Weight: 49 | Time now: 40.615106 |End 
Weight: 49 | Time now: 42.765106 |End 
Weight: 49 | Time now: 43.315106 |End 
Weight: 49 | Time now: 43.865106 |End 
Weight: 49 | Time now: 44.415106 |End 
Weight: 49 | Time now: 48.165106 |End 
Weight: 49 | Time now: 48.715106 |End 
Weight: 49 | Time now: 49.265106 |End 
Weight: 49 | Time now: 49.815106 |End 
Weight: 49 | Time now: 50.365106 |End 
Weight: 49 | Time now: 52.515106 |End 
Weight: 49 | Time now: 54.665106 |End 
Weight: 49 | Time now: 55.215106 |End 
Weight: 49 | Time now: 56.829906 |End 
Weight: 49 | Time now: 60.015106 |End 
Weight: 49 | Time now: 60.565106 |End 
Weight: 49 | Time now: 61.115106 |End 
Weight: 49 | Time now: 61.665106 |End 
Weight: 49 | Time now: 62.215106 |End 
Weight: 49 | Time now: 64.379906 |End 
Weight: 49 | Time now: 64.929906 |End 
Weight: 49 | Time now: 65.479906 |End 
Weight: 49 | Time now: 67.065106 |End 
Weight: 49 | Time now: 67.615106 |End 
Weight: 49 | Time now: 68.165106 |End 
Weight: 49 | Time now: 70.065106 |End 
Weight: 49 | Time now: 72.215106 |End 
Weight: 49 | Time now: 72.765106 |End 
Weight: 49 | Time now: 73.315106 |End 
Weight: 49 | Time now: 73.865106 |End 
Weight: 49 | Time now: 76.015106 |End 
Weight: 49 | Time now: 76.565106 |End 
Weight: 49 | Time now: 77.115106 |End 
Weight: 49 | Time now: 79.265106 |End 
Weight: 49 | Time now: 79.815106 |End 
Weight: 49 | Time now: 80.365106 |End 
Weight: 49 | Time now: 85.715106 |End 
Weight: 49 | Time now: 87.865106 |End 
Weight: 49 | Time now: 89.465106 |End 
Weight: 49 | Time now: 90.015106 |End 
Weight: 49 | Time now: 93.765106 |End 
Weight: 49 | Time now: 100.465106 |End 
Weight: 49 | Time now: 102.615106 |End 
Weight: 49 | Time now: 103.165106 |End 
Weight: 49 | Time now: 103.715106 |End 
Weight: 49 | Time now: 105.865106 |End 
Weight: 49 | Time now: 108.015106 |End 
Weight: 49 | Time now: 108.565106 |End 
Weight: 49 | Time now: 109.115106 |End 
Weight: 49 | Time now: 110.715106 |End 
Weight: 49 | Time now: 111.265106 |End 
Weight: 49 | Time now: 111.815106 |End 
Weight: 49 | Time now: 112.365106 |End 
Weight: 49 | Time now: 112.915106 |End 
Weight: 49 | Time now: 113.465106 |End 
Weight: 49 | Time now: 114.015106 |End 
Weight: 49 | Time now: 114.565106 |End 
Weight: 49 | Time now: 115.115106 |End 
Weight: 49 | Time now: 117.015106 |End 
Weight: 49 | Time now: 120.765106 |End 
Weight: 49 | Time now: 121.315106 |End 
Weight: 49 | Time now: 121.865106 |End 
Weight: 49 | Time now: 122.415106 |End 
Weight: 49 | Time now: 127.215106 |End 
Weight: 49 | Time now: 127.765106 |End 
Weight: 49 | Time now: 128.315106 |End 
Weight: 49 | Time now: 130.215106 |End 
Weight: 49 | Time now: 131.815106 |End 
Weight: 49 | Time now: 133.965106 |End 
Weight: 49 | Time now: 135.565106 |End 
Weight: 49 | Time now: 136.115106 |End 
Weight: 49 | Time now: 139.615106 |End 
Weight: 49 | Time now: 141.215106 |End 
Weight: 49 | Time now: 142.815106 |End 
Weight: 49 | Time now: 143.365106 |End 
Weight: 49 | Time now: 144.965106 |End 
Weight: 49 | Time now: 148.465106 |End 
Weight: 49 | Time now: 150.065106 |End 
Weight: 49 | Time now: 150.615106 |End 
Weight: 49 | Time now: 151.165106 |End 
Weight: 49 | Time now: 151.715106 |End 
Weight: 49 | Time now: 153.865106 |End 
Weight: 49 | Time now: 154.415106 |End 
Weight: 49 | Time now: 154.965106 |End 
Weight: 49 | Time now: 160.079906 |End 
Weight: 49 | Time now: 162.215106 |End 
Weight: 49 | Time now: 163.815106 |End 
Weight: 49 | Time now: 165.415106 |End 
Weight: 49 | Time now: 165.965106 |End 
Weight: 49 | Time now: 169.465106 |End 
Weight: 49 | Time now: 170.015106 |End 
Weight: 49 | Time now: 172.179906 |End 
Weight: 49 | Time now: 172.729906 |End 
Weight: 49 | Time now: 173.279906 |End 
Weight: 49 | Time now: 173.829906 |End 
Weight: 49 | Time now: 175.965106 |End 
Weight: 49 | Time now: 176.515106 |End 
Weight: 49 | Time now: 178.115106 |End 
Weight: 49 | Time now: 179.715106 |End 
Weight: 49 | Time now: 180.265106 |End 
Weight: 49 | Time now: 180.815106 |End 
Weight: 49 | Time now: 182.415106 |End 
Weight: 49 | Time now: 182.965106 |End 
Weight: 49 | Time now: 184.565106 |End 
Weight: 49 | Time now: 186.165106 |End 
Weight: 49 | Time now: 186.715106 |End 
Weight: 49 | Time now: 187.265106 |End 
Weight: 49 | Time now: 187.815106 |End 
Weight: 49 | Time now: 188.365106 |End 
Weight: 49 | Time now: 188.915106 |End 
Weight: 49 | Time now: 192.415106 |End 
Weight: 49 | Time now: 192.965106 |End 
Weight: 49 | Time now: 193.515106 |End 
Weight: 49 | Time now: 195.129906 |End 
Weight: 49 | Time now: 196.715106 |End 
Weight: 49 | Time now: 198.865106 |End 
