Weight: 43 | Time now: 2.715110 |End 
Weight: 43 | Time now: 4.315110 |End 
Weight: 43 | Time now: 7.815110 |End 
Weight: 43 | Time now: 9.915486 |End 
Weight: 43 | Time now: 13.665110 |End 
Weight: 43 | Time now: 15.815486 |End 
Weight: 43 | Time now: 17.965486 |End 
Weight: 43 | Time now: 21.715486 |End 
Weight: 43 | Time now: 24.915110 |End 
Weight: 43 | Time now: 28.415110 |End 
Weight: 43 | Time now: 28.965110 |End 
Weight: 43 | Time now: 29.515110 |End 
Weight: 43 | Time now: 30.065110 |End 
Weight: 43 | Time now: 31.665110 |End 
Weight: 43 | Time now: 33.265110 |End 
Weight: 43 | Time now: 34.865110 |End 
Weight: 43 | Time now: 36.465110 |End 
Weight: 43 | Time now: 38.365486 |End 
Weight: 43 | Time now: 40.515110 |End 
Weight: 43 | Time now: 42.665110 |End 
Weight: 43 | Time now: 43.215110 |End 
Weight: 43 | Time now: 43.765110 |End 
Weight: 43 | Time now: 44.315110 |End 
Weight: 43 | Time now: 44.865110 |End 
Weight: 43 | Time now: 45.415110 |End 
Weight: 43 | Time now: 47.565486 |End 
Weight: 43 | Time now: 48.115110 |End 
Weight: 43 | Time now: 50.265110 |End 
Weight: 43 | Time now: 50.815110 |End 
Weight: 43 | Time now: 51.365110 |End 
Weight: 43 | Time now: 51.915110 |End 
Weight: 43 | Time now: 54.065110 |End 
Weight: 43 | Time now: 57.815110 |End 
Weight: 43 | Time now: 58.365110 |End 
Weight: 43 | Time now: 58.944710 |End 
Weight: 43 | Time now: 62.115110 |End 
Weight: 43 | Time now: 62.665110 |End 
Weight: 43 | Time now: 67.820237 |End 
Weight: 43 | Time now: 69.915110 |End 
Weight: 43 | Time now: 75.515997 |End 
Weight: 43 | Time now: 75.815110 |End 
Weight: 43 | Time now: 77.965110 |End 
Weight: 43 | Time now: 78.530477 |End 
Weight: 43 | Time now: 79.149677 |End 
Weight: 43 | Time now: 79.615110 |End 
Weight: 43 | Time now: 80.165110 |End 
Weight: 43 | Time now: 80.715110 |End 
Weight: 43 | Time now: 82.315110 |End 
Weight: 43 | Time now: 83.915110 |End 
Weight: 43 | Time now: 85.515110 |End 
Weight: 43 | Time now: 87.415110 |End 
Weight: 43 | Time now: 89.565110 |End 
Weight: 43 | Time now: 91.165110 |End 
Weight: 43 | Time now: 92.780957 |End 
Weight: 43 | Time now: 93.315110 |End 
Weight: 43 | Time now: 95.465110 |End 
Weight: 43 | Time now: 97.615110 |End 
Weight: 43 | Time now: 104.315110 |End 
Weight: 43 | Time now: 104.865110 |End 
Weight: 43 | Time now: 106.465110 |End 
Weight: 43 | Time now: 109.717997 |End 
Weight: 43 | Time now: 111.265110 |End 
Weight: 43 | Time now: 116.365110 |End 
Weight: 43 | Time now: 118.609517 |End 
Weight: 43 | Time now: 120.115110 |End 
Weight: 43 | Time now: 120.665110 |End 
Weight: 43 | Time now: 121.215110 |End 
Weight: 43 | Time now: 123.365110 |End 
Weight: 43 | Time now: 123.915110 |End 
Weight: 43 | Time now: 125.515110 |End 
Weight: 43 | Time now: 126.065110 |End 
Weight: 43 | Time now: 126.615110 |End 
Weight: 43 | Time now: 128.165110 |End 
Weight: 43 | Time now: 131.915110 |End 
Weight: 43 | Time now: 132.465110 |End 
Weight: 43 | Time now: 134.615110 |End 
Weight: 43 | Time now: 136.515110 |End 
Weight: 43 | Time now: 139.715110 |End 
Weight: 43 | Time now: 140.265110 |End 
Weight: 43 | Time now: 142.415110 |End 
Weight: 43 | Time now: 145.915110 |End 
Weight: 43 | Time now: 147.515110 |End 
Weight: 43 | Time now: 152.615110 |End 
Weight: 43 | Time now: 156.365110 |End 
Weight: 43 | Time now: 158.515110 |End 
Weight: 43 | Time now: 160.665110 |End 
Weight: 43 | Time now: 161.215110 |End 
Weight: 43 | Time now: 161.765110 |End 
Weight: 43 | Time now: 162.315110 |End 
Weight: 43 | Time now: 166.065110 |End 
Weight: 43 | Time now: 166.615110 |End 
Weight: 43 | Time now: 170.365110 |End 
Weight: 43 | Time now: 170.915110 |End 
Weight: 43 | Time now: 172.515110 |End 
Weight: 43 | Time now: 177.615110 |End 
Weight: 43 | Time now: 181.365110 |End 
Weight: 43 | Time now: 181.915110 |End 
Weight: 43 | Time now: 183.515110 |End 
Weight: 43 | Time now: 185.665110 |End 
Weight: 43 | Time now: 187.265110 |End 
Weight: 43 | Time now: 189.165110 |End 
Weight: 43 | Time now: 190.765110 |End 
Weight: 43 | Time now: 192.365110 |End 
Weight: 43 | Time now: 194.265110 |End 
Weight: 43 | Time now: 194.815110 |End 
Weight: 43 | Time now: 195.365110 |End 
