Weight: 43 | Time now: 1.665110 |End 
Weight: 43 | Time now: 2.215110 |End 
Weight: 43 | Time now: 7.565110 |End 
Weight: 43 | Time now: 8.115110 |End 
Weight: 43 | Time now: 8.665110 |End 
Weight: 43 | Time now: 9.215110 |End 
Weight: 43 | Time now: 9.765110 |End 
Weight: 43 | Time now: 11.915110 |End 
Weight: 43 | Time now: 15.415110 |End 
Weight: 43 | Time now: 15.965110 |End 
Weight: 43 | Time now: 16.515110 |End 
Weight: 43 | Time now: 17.065110 |End 
Weight: 43 | Time now: 17.615110 |End 
Weight: 43 | Time now: 18.165110 |End 
Weight: 43 | Time now: 18.715110 |End 
Weight: 43 | Time now: 33.615110 |End 
Weight: 43 | Time now: 37.315110 |End 
Weight: 43 | Time now: 38.915110 |End 
Weight: 43 | Time now: 40.515110 |End 
Weight: 43 | Time now: 42.115110 |End 
Weight: 43 | Time now: 45.315110 |End 
Weight: 43 | Time now: 45.865110 |End 
Weight: 43 | Time now: 46.415110 |End 
Weight: 43 | Time now: 46.965110 |End 
Weight: 43 | Time now: 47.515110 |End 
Weight: 43 | Time now: 49.115110 |End 
Weight: 43 | Time now: 49.665110 |End 
Weight: 43 | Time now: 51.265110 |End 
Weight: 43 | Time now: 52.865110 |End 
Weight: 43 | Time now: 53.415110 |End 
Weight: 43 | Time now: 60.115110 |End 
Weight: 43 | Time now: 60.665110 |End 
Weight: 43 | Time now: 61.215110 |End 
Weight: 43 | Time now: 61.765110 |End 
Weight: 43 | Time now: 63.915110 |End 
Weight: 43 | Time now: 64.465110 |End 
Weight: 43 | Time now: 66.615110 |End 
Weight: 43 | Time now: 67.165110 |End 
Weight: 43 | Time now: 67.965110 |End 
Weight: 43 | Time now: 68.515110 |End 
Weight: 43 | Time now: 71.715110 |End 
Weight: 43 | Time now: 78.415110 |End 
Weight: 43 | Time now: 78.965110 |End 
Weight: 43 | Time now: 80.565110 |End 
Weight: 43 | Time now: 85.665110 |End 
Weight: 43 | Time now: 87.265110 |End 
Weight: 43 | Time now: 88.865110 |End 
Weight: 43 | Time now: 89.415110 |End 
Weight: 43 | Time now: 91.315110 |End 
Weight: 43 | Time now: 92.915110 |End 
Weight: 43 | Time now: 98.015110 |End 
Weight: 43 | Time now: 98.565110 |End 
Weight: 43 | Time now: 100.165110 |End 
Weight: 43 | Time now: 100.715110 |End 
Weight: 43 | Time now: 101.265110 |End 
Weight: 43 | Time now: 101.815110 |End 
Weight: 43 | Time now: 103.415110 |End 
Weight: 43 | Time now: 103.965110 |End 
Weight: 43 | Time now: 105.865110 |End 
Weight: 43 | Time now: 108.015110 |End 
Weight: 43 | Time now: 108.565110 |End 
Weight: 43 | Time now: 109.115110 |End 
Weight: 43 | Time now: 109.665110 |End 
Weight: 43 | Time now: 113.415110 |End 
Weight: 43 | Time now: 113.965110 |End 
Weight: 43 | Time now: 114.515110 |End 
Weight: 43 | Time now: 115.065110 |End 
Weight: 43 | Time now: 116.665110 |End 
Weight: 43 | Time now: 117.215110 |End 
Weight: 43 | Time now: 117.765110 |End 
Weight: 43 | Time now: 119.365110 |End 
Weight: 43 | Time now: 123.115110 |End 
Weight: 43 | Time now: 123.665110 |End 
Weight: 43 | Time now: 127.165110 |End 
Weight: 43 | Time now: 127.715110 |End 
Weight: 43 | Time now: 129.865110 |End 
Weight: 43 | Time now: 131.465110 |End 
Weight: 43 | Time now: 133.615110 |End 
Weight: 43 | Time now: 135.515110 |End 
Weight: 43 | Time now: 137.115110 |End 
Weight: 43 | Time now: 138.715110 |End 
Weight: 43 | Time now: 140.315110 |End 
Weight: 43 | Time now: 140.865110 |End 
Weight: 43 | Time now: 141.415110 |End 
Weight: 43 | Time now: 141.965110 |End 
Weight: 43 | Time now: 144.115110 |End 
Weight: 43 | Time now: 144.665110 |End 
Weight: 43 | Time now: 146.265110 |End 
Weight: 43 | Time now: 148.165110 |End 
Weight: 43 | Time now: 149.765110 |End 
Weight: 43 | Time now: 150.315110 |End 
Weight: 43 | Time now: 151.915110 |End 
Weight: 43 | Time now: 155.415110 |End 
Weight: 43 | Time now: 155.965110 |End 
Weight: 43 | Time now: 156.515110 |End 
Weight: 43 | Time now: 166.665110 |End 
Weight: 43 | Time now: 170.415110 |End 
Weight: 43 | Time now: 172.015110 |End 
Weight: 43 | Time now: 173.615110 |End 
Weight: 43 | Time now: 178.715110 |End 
Weight: 43 | Time now: 180.865110 |End 
Weight: 43 | Time now: 181.415110 |End 
Weight: 43 | Time now: 185.165110 |End 
Weight: 43 | Time now: 188.365110 |End 
Weight: 43 | Time now: 189.965110 |End 
Weight: 43 | Time now: 192.115110 |End 
Weight: 43 | Time now: 195.615110 |End 
Weight: 43 | Time now: 196.165110 |End 
Weight: 43 | Time now: 196.715110 |End 
Weight: 43 | Time now: 198.315110 |End 
Weight: 43 | Time now: 198.865110 |End 
